# G10 §H golden baselines — background pipeline
# texture size 512, default tolerance 30, fill #EE3333
# picture | variant | out bytes | ms | sha256 | vs baseline
5_periodic_table.png | smart | 108745 | 7803 | 39b3852a864620d96f2c0984a0dbc3ef6cea2429206c556da3e6abd39ed82960 | 226 px moved, max 7
5_periodic_table.png | edges_fill | 147996 | 4648 | ac2f8c84c25ec0317ee43d84ae9241dbcb0cb4695988be18414b4b8a650f6260 | 1934 px moved, max 255
5_periodic_table.png | setbg | 150568 | 4559 | 3978a92bb0ef268920f44e0e1e439cce336814fa9d0448f3ba5e8f3befdd4e96 | 11113 px moved, max 204
5_periodic_table.png | variant | 156854 | 4617 | 07906a5c982bbf5f89b965009618cd5e988477c661cab7c401518dd15005fcb8 | 18252 px moved, max 204
6_stripes.png | off | 3083 | 49 | adce1e0e614b75757a3b81ab6faf8a39d9c24fddc950ab34c88599baa5198264 | identical
6_stripes.png | edges | 2984 | 187 | f253431df10c4dd307dfc702f25aea3c2fbaa4c72eb333dcb6cde2e43903200f | 712 px moved, max 62
6_stripes.png | closed | 2984 | 303 | f253431df10c4dd307dfc702f25aea3c2fbaa4c72eb333dcb6cde2e43903200f | 712 px moved, max 62
6_stripes.png | smart | 2335 | 272 | 661115a95e6ac08b309594609b4ff52b6a5c09192e53d35d2cba6d93abb20e8e | 356 px moved, max 56
6_stripes.png | edges_fill | 3210 | 178 | 072650321253b27b151682985d514326779d0cacb9b50c572edf77afc8efcad7 | 1246 px moved, max 62
6_stripes.png | setbg | 3077 | 182 | 4fb361b1674c28671aa8bda3e133d6e543cbc2272267ea5b2b2865b3d5962890 | 534 px moved, max 23
6_stripes.png | variant | 3144 | 182 | 3e235841f20cee845ed64af36e4afb68b65a0db4ea8dfde2e4e95327e4821b72 | 1246 px moved, max 23
7_letter_o.jpg | off | 67722 | 204 | 4d768ce1c843baad51d792f6ed7f4d40b1d7917fb28d2d7f1f7a4522144cb238 | identical
7_letter_o.jpg | edges | 52593 | 366 | c48a8b7cadf8ec8f6d1d95e5022f4c6048d392150f3caaedc9792e1e1d2425f7 | 2426 px moved, max 240
7_letter_o.jpg | closed | 39165 | 406 | 31424c3dd9e9e3c2a5c4468d19fa9c280ceff16045e1d378733f352ad43e9313 | 6104 px moved, max 240
7_letter_o.jpg | smart | 35684 | 402 | e47a70f02013f3786aaa8a54d38f7f50a14b80957271d891819bd81a43cbc367 | 6483 px moved, max 231
7_letter_o.jpg | edges_fill | 55148 | 360 | 03f84caf307c2cf621889dbc31d969bf81ee1eb678e5c98586b31569918c9190 | 3577 px moved, max 240
7_letter_o.jpg | setbg | 53000 | 368 | 92a4033eefb4621825a82b51f5a6ddea2906ad937abb182dd1261b8b8324cba9 | 2841 px moved, max 238
7_letter_o.jpg | variant | 57713 | 366 | 2a71c17914d650f13eb997face7cfb459f057d7631c085cdd2bf819e0580ddf8 | 4537 px moved, max 249
